Error
"Error processing C:/Users/Lapi/Downloads/Brazil Marriage Intentions Report 1 October 0-1509.csv: iterator should return strings, not list (the file should be opened in text mode)"
"Error processing C:/Users/Lapi/Downloads/Brazil Marriage Intentions Report 2 October 1510- 2256.csv: iterator should return strings, not list (the file should be opened in text mode)"
